Asset Name,File Path,Width,Height
emotion_exclamation.png,graphics/field_effects/pics/emotion_exclamation.png,16,16
deoxys_rock_fragment_bottom_right.png,graphics/field_effects/pics/deoxys_rock_fragment_bottom_right.png,8,8
slither_tracks.png,graphics/field_effects/pics/slither_tracks.png,64,16
unused_grass_3.png,graphics/field_effects/pics/unused_grass_3.png,64,16
ash_launch.png,graphics/field_effects/pics/ash_launch.png,80,16
emotion_heart.png,graphics/field_effects/pics/emotion_heart.png,16,16
hof_monitor_small.png,graphics/field_effects/pics/hof_monitor_small.png,32,16
field_move_streaks.png,graphics/field_effects/pics/field_move_streaks.png,128,8
ash_puff.png,graphics/field_effects/pics/ash_puff.png,80,16
shadow_large.png,graphics/field_effects/pics/shadow_large.png,32,8
sand_pile.png,graphics/field_effects/pics/sand_pile.png,48,8
short_grass.png,graphics/field_effects/pics/short_grass.png,32,16
secret_power_tree.png,graphics/field_effects/pics/secret_power_tree.png,96,16
rock_climb_dust.png,graphics/field_effects/pics/rock_climb_dust.png,96,32
hot_springs_water.png,graphics/field_effects/pics/hot_springs_water.png,16,16
cut_grass.png,graphics/field_effects/pics/cut_grass.png,8,8
jump_tall_grass.png,graphics/field_effects/pics/jump_tall_grass.png,64,8
ground_impact_dust.png,graphics/field_effects/pics/ground_impact_dust.png,48,8
spot_tracks.png,graphics/field_effects/pics/spot_tracks.png,32,16
emote_x.png,graphics/field_effects/pics/emote_x.png,16,16
cave_dust.png,graphics/field_effects/pics/cave_dust.png,16,64
secret_power_cave.png,graphics/field_effects/pics/secret_power_cave.png,80,16
deoxys_rock_fragment_bottom_left.png,graphics/field_effects/pics/deoxys_rock_fragment_bottom_left.png,8,8
bike_tire_tracks.png,graphics/field_effects/pics/bike_tire_tracks.png,64,16
tree_disguise.png,graphics/field_effects/pics/tree_disguise.png,112,32
bubbles.png,graphics/field_effects/pics/bubbles.png,128,32
mountain_disguise.png,graphics/field_effects/pics/mountain_disguise.png,112,32
pokeball_glow.png,graphics/field_effects/pics/pokeball_glow.png,8,8
jump_small_splash.png,graphics/field_effects/pics/jump_small_splash.png,48,8
long_grass.png,graphics/field_effects/pics/long_grass.png,64,16
sparkle.png,graphics/field_effects/pics/sparkle.png,96,16
jump_long_grass.png,graphics/field_effects/pics/jump_long_grass.png,112,16
water_surfacing.png,graphics/field_effects/pics/water_surfacing.png,80,16
unused_sand.png,graphics/field_effects/pics/unused_sand.png,64,16
shadow_small.png,graphics/field_effects/pics/shadow_small.png,8,8
deoxys_rock_fragment_top_left.png,graphics/field_effects/pics/deoxys_rock_fragment_top_left.png,8,8
sand_footprints.png,graphics/field_effects/pics/sand_footprints.png,32,16
secret_power_shrub.png,graphics/field_effects/pics/secret_power_shrub.png,80,16
deep_sand_footprints.png,graphics/field_effects/pics/deep_sand_footprints.png,32,16
bug_tracks.png,graphics/field_effects/pics/bug_tracks.png,32,16
small_sparkle.png,graphics/field_effects/pics/small_sparkle.png,32,16
unknown_17.png,graphics/field_effects/pics/unknown_17.png,128,16
splash.png,graphics/field_effects/pics/splash.png,32,8
rock_climb_blob.png,graphics/field_effects/pics/rock_climb_blob.png,96,32
tall_grass.png,graphics/field_effects/pics/tall_grass.png,80,16
0.png,graphics/field_effects/pics/pokecenter_monitor/0.png,24,16
1.png,graphics/field_effects/pics/pokecenter_monitor/1.png,24,16
0.png,graphics/field_effects/pics/sand_pillar/0.png,16,32
2.png,graphics/field_effects/pics/sand_pillar/2.png,16,32
1.png,graphics/field_effects/pics/sand_pillar/1.png,16,32
nav_icon.png,graphics/pokenav/nav_icon.png,32,256
device_outline.png,graphics/pokenav/device_outline.png,64,56
bg_dots.png,graphics/pokenav/bg_dots.png,16,8
header.png,graphics/pokenav/header.png,424,8
list_arrows.png,graphics/pokenav/list_arrows.png,48,8
blue_light.png,graphics/pokenav/blue_light.png,32,16
message.png,graphics/pokenav/message.png,56,8
zoom_tiles.png,graphics/pokenav/region_map/zoom_tiles.png,64,64
frame.png,graphics/pokenav/region_map/frame.png,24,16
cursor_large.png,graphics/pokenav/region_map/cursor_large.png,32,96
map.png,graphics/pokenav/region_map/map.png,128,120
city_zoom_text.png,graphics/pokenav/region_map/city_zoom_text.png,64,64
brendan_icon.png,graphics/pokenav/region_map/brendan_icon.png,16,16
may_icon.png,graphics/pokenav/region_map/may_icon.png,16,16
cursor_small.png,graphics/pokenav/region_map/cursor_small.png,16,32
fly_target_icons.png,graphics/pokenav/region_map/fly_target_icons.png,16,56
smart.png,graphics/pokenav/options/smart.png,32,64
hoenn_map.png,graphics/pokenav/options/hoenn_map.png,32,64
beauty.png,graphics/pokenav/options/beauty.png,32,64
search.png,graphics/pokenav/options/search.png,32,64
ribbons.png,graphics/pokenav/options/ribbons.png,32,64
cute.png,graphics/pokenav/options/cute.png,32,64
party.png,graphics/pokenav/options/party.png,32,64
cancel.png,graphics/pokenav/options/cancel.png,32,64
condition.png,graphics/pokenav/options/condition.png,32,64
tough.png,graphics/pokenav/options/tough.png,32,64
switch_off.png,graphics/pokenav/options/switch_off.png,32,64
match_call.png,graphics/pokenav/options/match_call.png,32,64
cool.png,graphics/pokenav/options/cool.png,32,64
summary_bg.png,graphics/pokenav/ribbons/summary_bg.png,152,8
list_bg.png,graphics/pokenav/ribbons/list_bg.png,64,16
icons_big.png,graphics/pokenav/ribbons/icons_big.png,32,384
icons.png,graphics/pokenav/ribbons/icons.png,8,192
search_results.png,graphics/pokenav/condition/search_results.png,64,16
graph.png,graphics/pokenav/condition/graph.png,128,104
pokeball.png,graphics/pokenav/condition/pokeball.png,16,32
cancel.png,graphics/pokenav/condition/cancel.png,32,16
graph_data.png,graphics/pokenav/condition/graph_data.png,16,8
sparkle.png,graphics/pokenav/condition/sparkle.png,16,112
pokeball_placeholder.png,graphics/pokenav/condition/pokeball_placeholder.png,8,8
smart.png,graphics/pokenav/left_headers/smart.png,32,64
hoenn_map.png,graphics/pokenav/left_headers/hoenn_map.png,64,96
beauty.png,graphics/pokenav/left_headers/beauty.png,32,64
search.png,graphics/pokenav/left_headers/search.png,32,64
ribbons.png,graphics/pokenav/left_headers/ribbons.png,64,64
main_menu.png,graphics/pokenav/left_headers/main_menu.png,64,64
cute.png,graphics/pokenav/left_headers/cute.png,32,64
party.png,graphics/pokenav/left_headers/party.png,32,64
condition.png,graphics/pokenav/left_headers/condition.png,64,64
tough.png,graphics/pokenav/left_headers/tough.png,32,64
match_call.png,graphics/pokenav/left_headers/match_call.png,64,64
cool.png,graphics/pokenav/left_headers/cool.png,32,64
ui.png,graphics/pokenav/match_call/ui.png,32,32
nav_icon.png,graphics/pokenav/match_call/nav_icon.png,32,256
window.png,graphics/pokenav/match_call/window.png,64,8
pokeball.png,graphics/pokenav/match_call/pokeball.png,8,16
options_cursor.png,graphics/pokenav/match_call/options_cursor.png,8,16
tourney_tree.png,graphics/battle_frontier/tourney_tree.png,128,128
tourney_line.png,graphics/battle_frontier/tourney_line.png,128,128
tourney_info_card.png,graphics/battle_frontier/tourney_info_card.png,128,256
arena_judgment_symbols.png,graphics/battle_frontier/arena_judgment_symbols.png,16,64
tourney_buttons.png,graphics/battle_frontier/tourney_buttons.png,32,96
action_box_right.png,graphics/battle_frontier/factory_screen/action_box_right.png,32,16
mon_pic_bg_anim.png,graphics/battle_frontier/factory_screen/mon_pic_bg_anim.png,64,64
arrow.png,graphics/battle_frontier/factory_screen/arrow.png,16,16
menu.png,graphics/battle_frontier/factory_screen/menu.png,136,16
action_highlight_right.png,graphics/battle_frontier/factory_screen/action_highlight_right.png,32,16
menu_highlight_left.png,graphics/battle_frontier/factory_screen/menu_highlight_left.png,32,16
action_highlight_left.png,graphics/battle_frontier/factory_screen/action_highlight_left.png,16,16
pokeball.png,graphics/battle_frontier/factory_screen/pokeball.png,32,32
action_box_left.png,graphics/battle_frontier/factory_screen/action_box_left.png,16,16
mon_pic_bg.png,graphics/battle_frontier/factory_screen/mon_pic_bg.png,24,8
action_highlight_middle.png,graphics/battle_frontier/factory_screen/action_highlight_middle.png,32,16
menu_highlight_right.png,graphics/battle_frontier/factory_screen/menu_highlight_right.png,32,16
reel_time_machine.png,graphics/slot_machine/reel_time_machine.png,64,112
menu.png,graphics/slot_machine/menu.png,128,136
reel_time_number_gap.png,graphics/slot_machine/reel_time_number_gap.png,16,8
shadow.png,graphics/slot_machine/shadow.png,64,16
smoke.png,graphics/slot_machine/smoke.png,16,16
pika_aura.png,graphics/slot_machine/pika_aura.png,32,64
reel_time_pikachu.png,graphics/slot_machine/reel_time_pikachu.png,64,320
digital_display.png,graphics/slot_machine/digital_display.png,64,400
bolt.png,graphics/slot_machine/bolt.png,8,8
duck.png,graphics/slot_machine/duck.png,8,8
0.png,graphics/slot_machine/reel_time_explosion/0.png,32,32
1.png,graphics/slot_machine/reel_time_explosion/1.png,32,32
0.png,graphics/slot_machine/large_bolt/0.png,16,32
1.png,graphics/slot_machine/large_bolt/1.png,16,32
0.png,graphics/slot_machine/numbers/0.png,8,16
4.png,graphics/slot_machine/numbers/4.png,8,16
9.png,graphics/slot_machine/numbers/9.png,8,16
8.png,graphics/slot_machine/numbers/8.png,8,16
6.png,graphics/slot_machine/numbers/6.png,8,16
3.png,graphics/slot_machine/numbers/3.png,8,16
2.png,graphics/slot_machine/numbers/2.png,8,16
7.png,graphics/slot_machine/numbers/7.png,8,16
5.png,graphics/slot_machine/numbers/5.png,8,16
1.png,graphics/slot_machine/numbers/1.png,8,16
0.png,graphics/slot_machine/reel_time_numbers/0.png,16,16
4.png,graphics/slot_machine/reel_time_numbers/4.png,16,16
3.png,graphics/slot_machine/reel_time_numbers/3.png,16,16
2.png,graphics/slot_machine/reel_time_numbers/2.png,16,16
5.png,graphics/slot_machine/reel_time_numbers/5.png,16,16
1.png,graphics/slot_machine/reel_time_numbers/1.png,16,16
4.png,graphics/slot_machine/reel_symbols/4.png,32,32
6.png,graphics/slot_machine/reel_symbols/6.png,32,32
3.png,graphics/slot_machine/reel_symbols/3.png,32,32
2.png,graphics/slot_machine/reel_symbols/2.png,32,32
7.png,graphics/slot_machine/reel_symbols/7.png,32,32
5.png,graphics/slot_machine/reel_symbols/5.png,32,32
1.png,graphics/slot_machine/reel_symbols/1.png,32,32
japanese_hof.png,graphics/misc/japanese_hof.png,104,24
mirage_tower.png,graphics/misc/mirage_tower.png,48,104
clock_small.png,graphics/misc/clock_small.png,16,48
evo_sparkle.png,graphics/misc/evo_sparkle.png,8,8
confetti.png,graphics/misc/confetti.png,8,136
mirage_tower_crumbles.png,graphics/misc/mirage_tower_crumbles.png,16,16
emotes.png,graphics/misc/emotes.png,368,16
fire.png,graphics/types/fire.png,32,16
contest_beauty.png,graphics/types/contest_beauty.png,32,16
contest_smart.png,graphics/types/contest_smart.png,32,16
electric.png,graphics/types/electric.png,32,16
fairy.png,graphics/types/fairy.png,32,16
normal.png,graphics/types/normal.png,32,16
contest_tough.png,graphics/types/contest_tough.png,32,16
flying.png,graphics/types/flying.png,32,16
poison.png,graphics/types/poison.png,32,16
fight.png,graphics/types/fight.png,32,16
none.png,graphics/types/none.png,32,16
psychic.png,graphics/types/psychic.png,32,16
contest_cute.png,graphics/types/contest_cute.png,32,16
bug.png,graphics/types/bug.png,32,16
ghost.png,graphics/types/ghost.png,32,16
dark.png,graphics/types/dark.png,32,16
grass.png,graphics/types/grass.png,32,16
battle_icons1.png,graphics/types/battle_icons1.png,8,160
dragon.png,graphics/types/dragon.png,32,16
ground.png,graphics/types/ground.png,32,16
mystery.png,graphics/types/mystery.png,32,16
steel.png,graphics/types/steel.png,32,16
stellar.png,graphics/types/stellar.png,32,16
ice.png,graphics/types/ice.png,32,16
contest_cool.png,graphics/types/contest_cool.png,32,16
water.png,graphics/types/water.png,32,16
battle_icons2.png,graphics/types/battle_icons2.png,8,160
rock.png,graphics/types/rock.png,32,16
bg3.png,graphics/wonder_news/bg3.png,8,88
bg2.png,graphics/wonder_news/bg2.png,8,40
bg7.png,graphics/wonder_news/bg7.png,24,40
bg8.png,graphics/wonder_news/bg8.png,24,40
bg1.png,graphics/wonder_news/bg1.png,24,40
old_battle_interface_2.png,graphics/unused/old_battle_interface_2.png,128,8
shadow.png,graphics/unused/shadow.png,32,16
color_frames.png,graphics/unused/color_frames.png,176,136
old_battle_interface_3.png,graphics/unused/old_battle_interface_3.png,128,8
old_battle_interface_1.png,graphics/unused/old_battle_interface_1.png,128,32
basic_frame.png,graphics/unused/basic_frame.png,80,8
old_bulbasaur2.png,graphics/unused/old_bulbasaur2.png,128,32
old_charmap.png,graphics/unused/old_charmap.png,128,128
old_charizard.png,graphics/unused/old_charizard.png,32,32
cherry.png,graphics/unused/cherry.png,48,48
old_bulbasaur.png,graphics/unused/old_bulbasaur.png,32,96
anim_front.png,graphics/pokemon/manectric/anim_front.png,64,128
anim_front_gba.png,graphics/pokemon/manectric/anim_front_gba.png,64,128
overworld.png,graphics/pokemon/manectric/overworld.png,192,32
back_gba.png,graphics/pokemon/manectric/back_gba.png,64,64
back.png,graphics/pokemon/manectric/back.png,64,64
footprint.png,graphics/pokemon/manectric/footprint.png,16,16
icon.png,graphics/pokemon/manectric/icon.png,32,64
icon_gba.png,graphics/pokemon/manectric/icon_gba.png,32,64
overworld.png,graphics/pokemon/manectric/mega/overworld.png,192,32
back.png,graphics/pokemon/manectric/mega/back.png,64,64
front.png,graphics/pokemon/manectric/mega/front.png,64,64
icon.png,graphics/pokemon/manectric/mega/icon.png,32,64
anim_front.png,graphics/pokemon/slugma/anim_front.png,64,128
anim_front_gba.png,graphics/pokemon/slugma/anim_front_gba.png,64,128
overworld.png,graphics/pokemon/slugma/overworld.png,192,32
back_gba.png,graphics/pokemon/slugma/back_gba.png,64,64
back.png,graphics/pokemon/slugma/back.png,64,64
footprint.png,graphics/pokemon/slugma/footprint.png,16,16
icon.png,graphics/pokemon/slugma/icon.png,32,64
icon_gba.png,graphics/pokemon/slugma/icon_gba.png,32,64
anim_front.png,graphics/pokemon/steelix/anim_front.png,64,128
anim_front_gba.png,graphics/pokemon/steelix/anim_front_gba.png,64,128
overworld.png,graphics/pokemon/steelix/overworld.png,384,64
backf.png,graphics/pokemon/steelix/backf.png,64,64
back_gba.png,graphics/pokemon/steelix/back_gba.png,64,64
back.png,graphics/pokemon/steelix/back.png,64,64
overworldf.png,graphics/pokemon/steelix/overworldf.png,384,64
anim_frontf.png,graphics/pokemon/steelix/anim_frontf.png,64,128
footprint.png,graphics/pokemon/steelix/footprint.png,16,16
icon.png,graphics/pokemon/steelix/icon.png,32,64
icon_gba.png,graphics/pokemon/steelix/icon_gba.png,32,64
overworld.png,graphics/pokemon/steelix/mega/overworld.png,384,64
back.png,graphics/pokemon/steelix/mega/back.png,64,64
front.png,graphics/pokemon/steelix/mega/front.png,64,64
icon.png,graphics/pokemon/steelix/mega/icon.png,32,64
anim_front.png,graphics/pokemon/rampardos/anim_front.png,64,128
overworld.png,graphics/pokemon/rampardos/overworld.png,192,32
back.png,graphics/pokemon/rampardos/back.png,64,64
footprint.png,graphics/pokemon/rampardos/footprint.png,16,16
icon.png,graphics/pokemon/rampardos/icon.png,32,64
overworld.png,graphics/pokemon/glastrier/overworld.png,192,32
back.png,graphics/pokemon/glastrier/back.png,64,64
front.png,graphics/pokemon/glastrier/front.png,64,64
footprint.png,graphics/pokemon/glastrier/footprint.png,16,16
icon.png,graphics/pokemon/glastrier/icon.png,32,64
anim_front.png,graphics/pokemon/helioptile/anim_front.png,64,128
overworld.png,graphics/pokemon/helioptile/overworld.png,192,32
back.png,graphics/pokemon/helioptile/back.png,64,64
footprint.png,graphics/pokemon/helioptile/footprint.png,16,16
icon.png,graphics/pokemon/helioptile/icon.png,32,64
anim_front.png,graphics/pokemon/mandibuzz/anim_front.png,64,128
overworld.png,graphics/pokemon/mandibuzz/overworld.png,192,32
back.png,graphics/pokemon/mandibuzz/back.png,64,64
footprint.png,graphics/pokemon/mandibuzz/footprint.png,16,16
icon.png,graphics/pokemon/mandibuzz/icon.png,32,64
anim_front.png,graphics/pokemon/spoink/anim_front.png,64,128
anim_front_gba.png,graphics/pokemon/spoink/anim_front_gba.png,64,128
overworld.png,graphics/pokemon/spoink/overworld.png,192,32
back_gba.png,graphics/pokemon/spoink/back_gba.png,64,64
back.png,graphics/pokemon/spoink/back.png,64,64
footprint.png,graphics/pokemon/spoink/footprint.png,16,16
icon.png,graphics/pokemon/spoink/icon.png,32,64
icon_gba.png,graphics/pokemon/spoink/icon_gba.png,32,64
anim_front.png,graphics/pokemon/magmar/anim_front.png,64,128
anim_front_gba.png,graphics/pokemon/magmar/anim_front_gba.png,64,128
overworld.png,graphics/pokemon/magmar/overworld.png,192,32
back_gba.png,graphics/pokemon/magmar/back_gba.png,64,64
back.png,graphics/pokemon/magmar/back.png,64,64
footprint.png,graphics/pokemon/magmar/footprint.png,16,16
icon.png,graphics/pokemon/magmar/icon.png,32,64
icon_gba.png,graphics/pokemon/magmar/icon_gba.png,32,64
anim_front.png,graphics/pokemon/spritzee/anim_front.png,64,128
overworld.png,graphics/pokemon/spritzee/overworld.png,192,32
back.png,graphics/pokemon/spritzee/back.png,64,64
footprint.png,graphics/pokemon/spritzee/footprint.png,16,16
icon.png,graphics/pokemon/spritzee/icon.png,32,64
anim_front.png,graphics/pokemon/growlithe/anim_front.png,64,128
anim_front_gba.png,graphics/pokemon/growlithe/anim_front_gba.png,64,128
overworld.png,graphics/pokemon/growlithe/overworld.png,192,32
back_gba.png,graphics/pokemon/growlithe/back_gba.png,64,64
back.png,graphics/pokemon/growlithe/back.png,64,64
footprint.png,graphics/pokemon/growlithe/footprint.png,16,16
icon.png,graphics/pokemon/growlithe/icon.png,32,64
icon_gba.png,graphics/pokemon/growlithe/icon_gba.png,32,64
overworld.png,graphics/pokemon/growlithe/hisui/overworld.png,192,32
back.png,graphics/pokemon/growlithe/hisui/back.png,64,64
front.png,graphics/pokemon/growlithe/hisui/front.png,64,64
icon.png,graphics/pokemon/growlithe/hisui/icon.png,32,64
overworld.png,graphics/pokemon/iron_leaves/overworld.png,192,32
back.png,graphics/pokemon/iron_leaves/back.png,64,64
front.png,graphics/pokemon/iron_leaves/front.png,64,64
footprint.png,graphics/pokemon/iron_leaves/footprint.png,16,16
icon.png,graphics/pokemon/iron_leaves/icon.png,32,64
anim_front.png,graphics/pokemon/simisear/anim_front.png,64,128
overworld.png,graphics/pokemon/simisear/overworld.png,192,32
back.png,graphics/pokemon/simisear/back.png,64,64
footprint.png,graphics/pokemon/simisear/footprint.png,16,16
icon.png,graphics/pokemon/simisear/icon.png,32,64
anim_front.png,graphics/pokemon/scyther/anim_front.png,64,128
anim_front_gba.png,graphics/pokemon/scyther/anim_front_gba.png,64,128
overworld.png,graphics/pokemon/scyther/overworld.png,192,32
back_gba.png,graphics/pokemon/scyther/back_gba.png,64,64
back.png,graphics/pokemon/scyther/back.png,64,64
overworldf.png,graphics/pokemon/scyther/overworldf.png,192,32
anim_frontf.png,graphics/pokemon/scyther/anim_frontf.png,64,128
footprint.png,graphics/pokemon/scyther/footprint.png,16,16
icon.png,graphics/pokemon/scyther/icon.png,32,64
icon_gba.png,graphics/pokemon/scyther/icon_gba.png,32,64
overworld.png,graphics/pokemon/drakloak/overworld.png,192,32
back.png,graphics/pokemon/drakloak/back.png,64,64
front.png,graphics/pokemon/drakloak/front.png,64,64
footprint.png,graphics/pokemon/drakloak/footprint.png,16,16
icon.png,graphics/pokemon/drakloak/icon.png,32,64
overworld.png,graphics/pokemon/copperajah/overworld.png,192,32
back.png,graphics/pokemon/copperajah/back.png,64,64
front.png,graphics/pokemon/copperajah/front.png,64,64
footprint.png,graphics/pokemon/copperajah/footprint.png,16,16
icon.png,graphics/pokemon/copperajah/icon.png,32,64
back.png,graphics/pokemon/copperajah/gmax/back.png,64,64
front.png,graphics/pokemon/copperajah/gmax/front.png,64,64
icon.png,graphics/pokemon/copperajah/gmax/icon.png,32,64
anim_front.png,graphics/pokemon/staravia/anim_front.png,64,128
overworld.png,graphics/pokemon/staravia/overworld.png,192,32
backf.png,graphics/pokemon/staravia/backf.png,64,64
back.png,graphics/pokemon/staravia/back.png,64,64
overworldf.png,graphics/pokemon/staravia/overworldf.png,192,32
anim_frontf.png,graphics/pokemon/staravia/anim_frontf.png,64,128
footprint.png,graphics/pokemon/staravia/footprint.png,16,16
icon.png,graphics/pokemon/staravia/icon.png,32,64
anim_front.png,graphics/pokemon/cherubi/anim_front.png,64,128
overworld.png,graphics/pokemon/cherubi/overworld.png,192,32
back.png,graphics/pokemon/cherubi/back.png,64,64
footprint.png,graphics/pokemon/cherubi/footprint.png,16,16
icon.png,graphics/pokemon/cherubi/icon.png,32,64
anim_front.png,graphics/pokemon/sneasel/anim_front.png,64,128
anim_front_gba.png,graphics/pokemon/sneasel/anim_front_gba.png,64,128
overworld.png,graphics/pokemon/sneasel/overworld.png,192,32
backf.png,graphics/pokemon/sneasel/backf.png,64,64
back_gba.png,graphics/pokemon/sneasel/back_gba.png,64,64
back.png,graphics/pokemon/sneasel/back.png,64,64
overworldf.png,graphics/pokemon/sneasel/overworldf.png,192,32
anim_frontf.png,graphics/pokemon/sneasel/anim_frontf.png,64,128
footprint.png,graphics/pokemon/sneasel/footprint.png,16,16
icon.png,graphics/pokemon/sneasel/icon.png,32,64
icon_gba.png,graphics/pokemon/sneasel/icon_gba.png,32,64
overworld.png,graphics/pokemon/sneasel/hisui/overworld.png,192,32
frontf.png,graphics/pokemon/sneasel/hisui/frontf.png,64,64
backf.png,graphics/pokemon/sneasel/hisui/backf.png,64,64
back.png,graphics/pokemon/sneasel/hisui/back.png,64,64
overworldf.png,graphics/pokemon/sneasel/hisui/overworldf.png,192,32
front.png,graphics/pokemon/sneasel/hisui/front.png,64,64
icon.png,graphics/pokemon/sneasel/hisui/icon.png,32,64
anim_front.png,graphics/pokemon/ariados/anim_front.png,64,128
anim_front_gba.png,graphics/pokemon/ariados/anim_front_gba.png,64,128
overworld.png,graphics/pokemon/ariados/overworld.png,192,32
back_gba.png,graphics/pokemon/ariados/back_gba.png,64,64
back.png,graphics/pokemon/ariados/back.png,64,64
footprint.png,graphics/pokemon/ariados/footprint.png,16,16
icon.png,graphics/pokemon/ariados/icon.png,32,64
icon_gba.png,graphics/pokemon/ariados/icon_gba.png,32,64
anim_front.png,graphics/pokemon/magnemite/anim_front.png,64,128
anim_front_gba.png,graphics/pokemon/magnemite/anim_front_gba.png,64,128
overworld.png,graphics/pokemon/magnemite/overworld.png,192,32
back_gba.png,graphics/pokemon/magnemite/back_gba.png,64,64
back.png,graphics/pokemon/magnemite/back.png,64,64
footprint.png,graphics/pokemon/magnemite/footprint.png,16,16
icon.png,graphics/pokemon/magnemite/icon.png,32,64
icon_gba.png,graphics/pokemon/magnemite/icon_gba.png,32,64
anim_front.png,graphics/pokemon/vulpix/anim_front.png,64,128
anim_front_gba.png,graphics/pokemon/vulpix/anim_front_gba.png,64,128
overworld.png,graphics/pokemon/vulpix/overworld.png,192,32
back_gba.png,graphics/pokemon/vulpix/back_gba.png,64,64
back.png,graphics/pokemon/vulpix/back.png,64,64
footprint.png,graphics/pokemon/vulpix/footprint.png,16,16
icon.png,graphics/pokemon/vulpix/icon.png,32,64
icon_gba.png,graphics/pokemon/vulpix/icon_gba.png,32,64
overworld.png,graphics/pokemon/vulpix/alola/overworld.png,192,32
back.png,graphics/pokemon/vulpix/alola/back.png,64,64
front.png,graphics/pokemon/vulpix/alola/front.png,64,64
icon.png,graphics/pokemon/vulpix/alola/icon.png,32,64
anim_front.png,graphics/pokemon/nidoran_f/anim_front.png,64,128
anim_front_gba.png,graphics/pokemon/nidoran_f/anim_front_gba.png,64,128
overworld.png,graphics/pokemon/nidoran_f/overworld.png,192,32
back_gba.png,graphics/pokemon/nidoran_f/back_gba.png,64,64
back.png,graphics/pokemon/nidoran_f/back.png,64,64
footprint.png,graphics/pokemon/nidoran_f/footprint.png,16,16
icon.png,graphics/pokemon/nidoran_f/icon.png,32,64
icon_gba.png,graphics/pokemon/nidoran_f/icon_gba.png,32,64
overworld.png,graphics/pokemon/cetitan/overworld.png,192,32
back.png,graphics/pokemon/cetitan/back.png,64,64
front.png,graphics/pokemon/cetitan/front.png,64,64
